0.015625	0.015625	0.015625	0.231727
0.078125	0.015625	0.015625	0.245505
0.015625	0.078125	0.015625	0.234701
0.078125	0.078125	0.015625	0.248846
0.015625	0.015625	0.078125	0.234701
0.078125	0.015625	0.078125	0.248846
0.015625	0.078125	0.078125	0.237752
0.078125	0.078125	0.078125	0.252279
0.140625	0.015625	0.015625	0.260494
0.203125	0.015625	0.015625	0.276832
0.140625	0.078125	0.015625	0.264258
0.203125	0.078125	0.015625	0.281087
0.140625	0.015625	0.078125	0.264258
0.203125	0.015625	0.078125	0.281087
0.140625	0.078125	0.078125	0.268133
0.203125	0.078125	0.078125	0.285475
0.015625	0.140625	0.015625	0.237312
0.078125	0.140625	0.015625	0.251783
0.015625	0.203125	0.015625	0.239532
0.078125	0.203125	0.015625	0.254284
0.015625	0.140625	0.078125	0.240432
0.078125	0.140625	0.078125	0.255298
0.015625	0.203125	0.078125	0.242712
0.078125	0.203125	0.078125	0.25787
0.140625	0.140625	0.015625	0.267573
0.203125	0.140625	0.015625	0.28484
0.140625	0.203125	0.015625	0.270399
0.203125	0.203125	0.015625	0.288045
0.140625	0.140625	0.078125	0.271546
0.203125	0.140625	0.078125	0.289347
0.140625	0.203125	0.078125	0.274457
0.203125	0.203125	0.078125	0.292655
0.015625	0.015625	0.140625	0.237312
0.078125	0.015625	0.140625	0.251783
0.015625	0.078125	0.140625	0.240432
0.078125	0.078125	0.140625	0.255298
0.015625	0.015625	0.203125	0.239532
0.078125	0.015625	0.203125	0.254284
0.015625	0.078125	0.203125	0.242712
0.078125	0.078125	0.203125	0.25787
0.140625	0.015625	0.140625	0.267573
0.203125	0.015625	0.140625	0.28484
0.140625	0.078125	0.140625	0.271546
0.203125	0.078125	0.140625	0.289347
0.140625	0.015625	0.203125	0.270399
0.203125	0.015625	0.203125	0.288045
0.140625	0.078125	0.203125	0.274457
0.203125	0.078125	0.203125	0.292655
0.015625	0.140625	0.140625	0.243173
0.078125	0.140625	0.140625	0.25839
0.015625	0.203125	0.140625	0.245505
0.078125	0.203125	0.140625	0.261025
0.015625	0.140625	0.203125	0.245505
0.078125	0.140625	0.203125	0.261025
0.015625	0.203125	0.203125	0.247882
0.078125	0.203125	0.203125	0.263714
0.140625	0.140625	0.140625	0.275047
0.203125	0.140625	0.140625	0.293326
0.140625	0.203125	0.140625	0.278034
0.203125	0.203125	0.140625	0.296726
0.140625	0.140625	0.203125	0.278034
0.203125	0.140625	0.203125	0.296726
0.140625	0.203125	0.203125	0.281087
0.203125	0.203125	0.203125	0.300205
0.265625	0.015625	0.015625	0.294676
0.328125	0.015625	0.015625	0.314207
0.265625	0.078125	0.015625	0.299503
0.328125	0.078125	0.015625	0.3197
0.265625	0.015625	0.078125	0.299503
0.328125	0.015625	0.078125	0.3197
0.265625	0.078125	0.078125	0.30449
0.328125	0.078125	0.078125	0.325389
0.390625	0.015625	0.015625	0.335628
0.453125	0.015625	0.015625	0.359172
0.390625	0.078125	0.015625	0.341903
0.453125	0.078125	0.015625	0.366369
0.390625	0.015625	0.078125	0.341903
0.453125	0.015625	0.078125	0.366369
0.390625	0.078125	0.078125	0.348418
0.453125	0.078125	0.078125	0.373859
0.265625	0.140625	0.015625	0.303767
0.328125	0.140625	0.015625	0.324564
0.265625	0.203125	0.015625	0.307415
0.328125	0.203125	0.015625	0.328732
0.265625	0.140625	0.078125	0.308899
0.328125	0.140625	0.078125	0.330429
0.265625	0.203125	0.078125	0.312672
