0	0	0	2.585859
0.125	0	0	3.413333
0	0	0.125	3.413333
0.125	0	0.125	4.213992
0.1875	0	0.125	5.044335
0.125	0	0.1875	5.044335
0.1875	0	0.1875	6.282209
0.25	0	0	4.338983
0.375	0	0	5.019608
0.25	0	0.125	5.988304
0.3125	0	0.125	6.965986
0.25	0	0.1875	7.816794
0.3125	0	0.1875	9.570093
0.375	0	0.125	7.816794
0.4375	0	0.125	8.325203
0.375	0	0.1875	11.252747
0.4375	0	0.1875	12.337349
0	0	0.25	4.338983
0.125	0	0.25	5.988304
0.1875	0	0.25	7.816794
0.125	0	0.3125	6.965986
0.1875	0	0.3125	9.570093
0	0	0.375	5.019608
0.125	0	0.375	7.816794
0.1875	0	0.375	11.252747
0.125	0	0.4375	8.325203
0.1875	0	0.4375	12.337349
0.25	0	0.25	10.343434
0.3125	0	0.25	13.653333
0.25	0	0.3125	13.653333
0.3125	0	0.3125	16.855967
0.34375	0	0.3125	20.17734
0.3125	0	0.34375	20.17734
0.34375	0	0.34375	25.128834
0.375	0	0.25	17.355932
0.4375	0	0.25	20.078431
0.375	0	0.3125	23.953216
0.40625	0	0.3125	27.863946
0.375	0	0.34375	31.267176
0.40625	0	0.34375	38.280374
0.4375	0	0.3125	31.267176
0.46875	0	0.3125	33.300813
0.4375	0	0.34375	45.010989
0.46875	0	0.34375	49.349398
0.25	0	0.375	17.355932
0.3125	0	0.375	23.953216
0.34375	0	0.375	31.267176
0.3125	0	0.40625	27.863946
0.34375	0	0.40625	38.280374
0.25	0	0.4375	20.078431
0.3125	0	0.4375	31.267176
0.34375	0	0.4375	45.010989
0.3125	0	0.46875	33.300813
0.34375	0	0.46875	49.349398
0.375	0	0.375	41.373737
0.40625	0	0.375	54.613333
0.375	0	0.40625	54.613333
0.40625	0	0.40625	67.423868
0.421875	0	0.40625	80.70936
0.40625	0	0.421875	80.70936
0.421875	0	0.421875	100.515337
0.4375	0	0.375	69.423729
0.46875	0	0.375	80.313725
0.4375	0	0.40625	95.812865
0.453125	0	0.40625	111.455782
0.4375	0	0.421875	125.068702
0.453125	0	0.421875	153.121495
0.46875	0	0.40625	125.068702
0.484375	0	0.40625	133.203252
0.46875	0	0.421875	180.043956
0.484375	0	0.421875	197.39759
0.375	0	0.4375	69.423729
0.40625	0	0.4375	95.812865
0.421875	0	0.4375	125.068702
0.40625	0	0.453125	111.455782
0.421875	0	0.453125	153.121495
0.375	0	0.46875	80.313725
0.40625	0	0.46875	125.068702
0.421875	0	0.46875	180.043956
0.40625	0	0.484375	133.203252
0.421875	0	0.484375	197.39759
0.4375	0	0.4375	165.494949
0.453125	0	0.4375	218.453333
0.4375	0	0.453125	218.453333
0.453125	0	0.453125	269.695473
0.460938	0	0.453125	322.837438
0.453125	0	0.460938	322.837438
0.460938	0	0.460938	402.06135
0.46875	0	0.4375	277.694915
0.484375	0	0.4375	321.254902
0.46875	0	0.453125	383.251462
0.476563	0	0.453125	445.823129
0.46875	0	0.460938	500.274809
0.476563	0	0.460938	612.485981
0.484375	0	0.453125	500.274809
0.492188	0	0.453125	532.813008
0.484375	0	0.460938	720.175824
0.492188	0	0.460938	789.590361
0.4375	0	0.46875	277.694915
0.453125	0	0.46875	383.251462
0.460938	0	0.46875	500.274809
0.453125	0	0.476563	445.823129
0.460938	0	0.476563	612.485981
0.4375	0	0.484375	321.254902
0.453125	0	0.484375	500.274809
0.460938	0	0.484375	720.175824
0.453125	0	0.492188	532.813008
0.460938	0	0.492188	789.590361
0.46875	0	0.46875	661.979798
0.476563	0	0.46875	873.813333
0.46875	0	0.476563	873.813333
0.476563	0	0.476563	1078.781893
0.480469	0	0.476563	1291.349754
0.476563	0	0.480469	1291.349754
0.480469	0	0.480469	1608.245399
0.484375	0	0.46875	1110.779661
0.492188	0	0.46875	1285.019608
0.484375	0	0.476563	1533.005848
0.488281	0	0.476563	1783.292517
0.484375	0	0.480469	2001.099237
0.488281	0	0.480469	2449.943925
0.492188	0	0.476563	2001.099237
0.496094	0	0.476563	2131.252033
0.492188	0	0.480469	2880.703297
0.496094	0	0.480469	3158.361446
0.46875	0	0.484375	1110.779661
0.476563	0	0.484375	1533.005848
0.480469	0	0.484375	2001.099237
0.476563	0	0.488281	1783.292517
0.480469	0	0.488281	2449.943925
0.46875	0	0.492188	1285.019608
0.476563	0	0.492188	2001.099237
0.480469	0	0.492188	2880.703297
0.476563	0	0.496094	2131.252033
0.480469	0	0.496094	3158.361446
0.484375	0	0.484375	2647.919192
0.488281	0	0.484375	3495.253333
0.484375	0	0.488281	3495.253333
0.488281	0	0.488281	4315.127572
0.490234	0	0.488281	5165.399015
0.488281	0	0.490234	5165.399015
0.490234	0	0.490234	6432.981595
0.492188	0	0.484375	4443.118644
0.496094	0	0.484375	5140.078431
0.492188	0	0.488281	6132.023392
0.494141	0	0.488281	7133.170068
0.492188	0	0.490234	8004.396947
0.494141	0	0.490234	9799.775701
0.496094	0	0.488281	8004.396947
0.498047	0	0.488281	8525.00813
0.496094	0	0.490234	11522.813187
0.498047	0	0.490234	12633.445783
0.484375	0	0.492188	4443.118644
0.488281	0	0.492188	6132.023392
0.490234	0	0.492188	8004.396947
0.488281	0	0.494141	7133.170068
0.490234	0	0.494141	9799.775701
0.484375	0	0.496094	5140.078431
0.488281	0	0.496094	8004.396947
0.490234	0	0.496094	11522.813187
0.488281	0	0.498047	8525.00813
0.490234	0	0.498047	12633.445783
0.492188	0	0.492188	10591.676768
